temperature,aqi,festival,current_patients,humidity,day_type,expected_patients_next_6hrs,er_load_category,staff_required,nurses_required,shift_alert,oxygen_level,oxygen_cylinders_needed,icu_bed_risk,icu_beds_to_prepare,ppe_need,ppe_kits_needed
39.625024213896495,394.39217678593985,1,69,44.53643740003133,1,39,1,6,9,Add 1 extra doctor shift,2,30,2,5,1,27
33.885049771939784,193.26690221026504,1,100,46.07732916316856,0,46,2,7,10,Prepare backup staff,0,12,0,3,0,22
37.485848677916266,362.9347212876971,0,98,24.809957440677266,1,44,2,8,12,Prepare backup staff,0,5,0,1,2,52
31.058016048314226,130.48411206188018,0,64,45.87019395987412,0,23,1,4,7,Add 1 extra doctor shift,1,24,2,3,1,44
32.691885461779904,124.58664640877916,1,19,52.49669638174574,1,19,0,2,6,Normal staffing,1,23,0,4,1,49
30.835389264015006,60.896929009578976,1,56,70.59164265671632,0,35,1,5,7,Add 1 extra doctor shift,2,27,2,3,0,31
24.295345731556978,278.08338888155976,1,32,65.97106393051256,0,17,0,2,5,Normal staffing,0,7,0,2,0,29
35.893946535753116,178.9842203033164,1,94,69.6135958660408,0,52,2,6,12,Prepare backup staff,2,28,0,3,2,51
26.176991973698826,352.52538744387294,1,30,20.585457731379996,0,21,1,4,7,Add 1 extra doctor shift,2,25,2,3,1,34
20.534951261491983,215.62346734204502,0,116,35.23671797063752,0,54,2,6,10,Prepare backup staff,0,13,0,2,2,49
34.20039050995769,388.8676997701526,1,22,66.31790018798995,1,28,1,6,8,Add 1 extra doctor shift,1,17,1,4,0,32
23.896434946955075,114.9339304960924,0,110,53.8792557725823,0,46,2,6,11,Prepare backup staff,0,14,2,4,0,18
40.69008885576412,354.0181087844638,1,42,20.371943296784217,1,27,1,5,8,Add 1 extra doctor shift,1,18,1,3,1,22
40.986428694056926,321.8088984771096,0,33,76.31462497022756,1,25,1,5,9,Add 1 extra doctor shift,2,25,1,2,2,32
40.12701658484987,319.8226456254182,1,117,74.09667013032362,1,52,2,6,12,Prepare backup staff,0,8,0,3,2,31
28.143491405619777,345.67412984091067,0,20,58.38934140954939,0,22,1,5,8,Add 1 extra doctor shift,2,25,2,4,0,10
20.340045563635083,316.3583968300496,1,26,24.65243280433905,0,22,1,4,6,Add 1 extra doctor shift,2,29,1,5,2,43
40.42300837692996,269.1771125709954,0,77,73.65605346728093,0,34,1,5,6,Add 1 extra doctor shift,2,29,1,4,0,26
29.420051262980916,95.93570718883565,0,56,60.859951141195474,1,21,1,5,7,Add 1 extra doctor shift,1,21,1,5,1,32
41.26640601896073,61.38416282193817,0,34,74.73719840105714,0,8,0,2,3,Normal staffing,0,12,1,2,2,48
41.19963949596357,372.2967467354904,0,103,72.62228946770884,0,47,2,6,10,Prepare backup staff,0,8,2,6,1,49
38.76620802028192,265.8276100822583,0,82,76.21014503704859,1,38,1,6,9,Add 1 extra doctor shift,2,31,1,4,1,42
26.477875625530885,328.7880518416617,0,30,56.26056464832374,1,14,0,2,6,Normal staffing,1,18,1,3,0,24
28.472150029242357,218.53282302939252,1,93,29.82271627354605,1,45,2,6,9,Prepare backup staff,2,27,2,4,0,36
38.72500677337085,91.05786613683807,0,92,66.98102313657822,1,41,2,8,12,Prepare backup staff,2,30,0,3,2,54
26.972284113438107,93.81502727089266,1,92,63.43316495363794,1,41,2,6,11,Prepare backup staff,2,28,0,2,0,23
23.728840427094035,289.94785053014,1,21,71.9577231039361,1,21,1,4,8,Add 1 extra doctor shift,1,17,2,6,0,11
32.249627774083706,200.60706321481194,1,46,31.89167042355147,0,22,1,6,6,Add 1 extra doctor shift,1,23,2,4,0,16
40.59540503153718,120.18365434511786,1,51,33.648263993020244,1,31,1,4,6,Add 1 extra doctor shift,1,19,2,4,2,46
35.312655526849404,222.0580913595029,1,26,82.32866620535299,0,19,0,2,4,Normal staffing,0,11,0,4,0,27
32.541345741966026,72.47312797629692,0,110,72.49844589164496,0,53,2,8,12,Prepare backup staff,2,30,2,6,2,35
22.137882862956907,253.68999067003958,0,57,83.57599420902261,0,41,2,8,10,Prepare backup staff,0,14,0,4,1,46
33.53015898738173,144.1476915522842,0,112,73.11007248147445,1,46,2,7,10,Prepare backup staff,2,29,0,1,0,30
41.78118470229379,329.14568522301585,1,37,61.80087141932113,0,23,1,4,8,Add 1 extra doctor shift,1,21,1,5,0,17
23.081848335203528,158.6266856232508,0,50,65.78929159195116,1,22,1,5,8,Add 1 extra doctor shift,1,20,1,5,0,37
31.40325235200221,209.32705217863042,0,108,82.2389546758007,1,51,2,7,11,Prepare backup staff,2,34,0,1,2,56
39.30220758241502,54.06718896783522,0,56,60.51647281583584,0,30,1,6,8,Add 1 extra doctor shift,2,26,1,3,2,31
36.2969095905925,75.35641072809561,0,27,64.26739270298711,1,9,0,2,4,Normal staffing,0,7,0,4,2,30
35.33434630189589,187.37274474233968,0,87,30.95337012025204,0,41,2,6,11,Prepare backup staff,0,6,0,3,2,45
35.454649847716404,217.97859215099322,1,108,53.17448540812719,0,50,2,8,12,Prepare backup staff,0,7,2,6,1,26
27.908805326834614,260.0071918417563,0,117,70.14779783706692,1,56,2,7,11,Prepare backup staff,0,5,2,6,1,41
26.459020573818854,152.08190254825612,1,114,38.96598888214558,0,59,2,8,11,Prepare backup staff,2,32,2,3,2,53
37.8059454205273,293.2436601442899,1,80,34.157792636717446,0,41,2,6,11,Prepare backup staff,2,30,2,5,2,40
37.82249468294198,351.0428390162216,1,114,41.967876575709084,0,49,2,8,9,Prepare backup staff,2,26,0,2,0,24
39.07559100876228,322.94784611267244,1,22,36.90504395949834,1,23,1,4,9,Add 1 extra doctor shift,2,32,1,3,0,22
40.09129215624237,63.866588871925,1,91,35.04388459254771,0,36,1,5,9,Add 1 extra doctor shift,2,30,2,5,2,59
31.249532774940633,218.17743154024012,0,110,49.739559000766086,1,48,2,6,10,Prepare backup staff,0,11,2,6,2,53
31.03335848311839,86.72556244636121,0,22,83.5486959718474,1,14,0,3,4,Normal staffing,1,15,1,2,0,11
37.56249393726905,134.71575555188463,0,109,55.49417527171028,0,48,2,7,11,Prepare backup staff,2,31,0,3,1,33
34.29920647711083,395.33190764350127,1,40,33.15442665707261,0,28,1,4,6,Add 1 extra doctor shift,1,17,1,4,2,53
35.443271299669476,99.87344001552964,0,11,25.388016856661185,1,4,0,2,4,Normal staffing,0,12,1,3,1,25
37.50743872759422,224.61085370797463,0,25,68.73093015965478,1,1,0,3,4,Normal staffing,1,20,1,2,2,38
39.58011751998646,266.3545070113417,1,18,46.79591351054715,0,20,0,4,5,Normal staffing,1,18,1,4,2,57
27.435893450733786,295.86273969043634,1,82,77.52816626097515,0,41,2,6,11,Prepare backup staff,2,32,0,1,0,16
28.262824958078767,245.87703922041993,1,47,66.16575380485392,1,35,1,5,7,Add 1 extra doctor shift,1,23,2,6,1,37
22.067602676499117,53.41979659671428,1,84,75.73690153789579,1,39,1,5,7,Add 1 extra doctor shift,2,34,1,3,1,43
32.722163101915825,164.26145788539716,0,63,39.03622275929141,1,26,1,6,9,Add 1 extra doctor shift,1,16,2,6,0,18
20.790730023528326,231.199075184649,1,65,68.46512457227408,1,40,1,4,6,Add 1 extra doctor shift,1,20,2,3,2,52
30.243156398914124,80.75327470069168,1,95,38.48433892856032,1,48,2,7,12,Prepare backup staff,0,9,2,6,0,13
31.938181963566684,172.71942592321327,0,106,85.7347935615204,0,45,2,8,10,Prepare backup staff,0,9,2,4,0,18
26.30390754682226,61.621088076978296,0,109,64.5461997073362,1,51,2,7,12,Prepare backup staff,0,14,0,1,2,33
32.99833173251824,77.50247400425727,1,118,42.71582601227395,1,49,2,6,12,Prepare backup staff,2,27,2,5,2,41
20.67100549865909,188.92314667055862,0,96,38.865830360459086,0,43,2,8,10,Prepare backup staff,0,12,2,6,0,13
20.821660152482718,96.45051391507113,1,54,33.36486095501505,0,29,1,5,8,Add 1 extra doctor shift,1,22,1,3,2,54
38.09721233451248,248.63929689154534,1,118,68.62486712256094,1,60,2,8,10,Prepare backup staff,2,29,2,5,1,49
27.924194111047782,291.312739198043,0,43,35.31009290985491,1,27,1,4,8,Add 1 extra doctor shift,2,32,1,3,0,33
22.795331278341465,330.205344688179,0,18,61.67122861492423,0,13,0,4,4,Normal staffing,0,14,0,1,1,39
31.489351721205697,120.05258548568354,1,97,38.52445188477502,1,50,2,6,10,Prepare backup staff,0,12,0,1,0,23
36.93985816816944,108.61890379067441,1,17,66.3378261355708,1,11,0,3,4,Normal staffing,1,17,1,5,0,33
24.74806260493055,86.5987441170401,1,16,77.04578099783774,0,8,0,2,3,Normal staffing,0,6,0,2,1,43
33.70359046801801,272.75058734027283,0,45,74.46176702012572,1,22,1,5,8,Add 1 extra doctor shift,1,23,1,3,0,16
21.877644229862895,297.2665042704154,1,27,73.25959316515471,0,30,1,5,6,Add 1 extra doctor shift,2,26,2,4,1,45
21.13699786570937,61.05515068897471,1,12,33.140568398457646,0,5,0,2,4,Normal staffing,1,23,0,1,2,42
31.689801894499254,377.6742861852914,1,37,26.18694628891631,0,33,1,5,9,Add 1 extra doctor shift,2,28,2,6,0,31
31.893972675422344,68.18994927801535,1,79,68.92641799411699,0,30,1,6,6,Add 1 extra doctor shift,2,26,1,3,1,27
34.023457832960545,239.45371735537466,1,117,45.78430496560459,1,58,2,7,11,Prepare backup staff,0,14,0,2,1,42
35.97400934189855,298.17118180782074,0,53,50.26423584823431,0,30,1,4,7,Add 1 extra doctor shift,2,25,2,5,2,34
41.46874574817576,354.83919331113,1,30,22.180436495537375,1,31,1,6,6,Add 1 extra doctor shift,1,18,1,3,0,21
31.358607662626298,299.9304262463497,1,37,38.170351449253445,1,22,1,6,9,Add 1 extra doctor shift,1,23,1,5,1,32
27.10504240470741,330.60482907442713,1,113,22.35734827121248,1,51,2,7,9,Prepare backup staff,2,33,2,5,2,58
37.49409628491148,168.80756738998213,1,63,81.54300408208734,1,31,1,5,8,Add 1 extra doctor shift,1,18,1,4,1,39
25.958309527765632,335.18878981127926,0,63,37.03776782529714,1,41,2,6,9,Prepare backup staff,0,13,0,3,1,33
29.657371255523994,78.0401962346363,0,74,59.01360187011056,0,27,1,6,9,Add 1 extra doctor shift,1,20,1,2,2,57
21.72604038952985,363.18582962118467,0,109,22.728552446279128,0,39,1,4,9,Add 1 extra doctor shift,1,15,2,5,1,37
20.557716355140066,241.6573316538077,1,30,66.67931739139607,0,21,1,5,8,Add 1 extra doctor shift,2,34,1,3,2,56
41.178265122914354,336.0542194868728,1,116,42.61191420278657,0,62,2,8,12,Prepare backup staff,2,30,0,1,2,53
38.39156265126853,208.31139958140506,0,108,82.8543430870366,1,43,2,6,10,Prepare backup staff,0,13,2,3,0,34
35.31143253406135,275.2521933187837,0,22,82.1682732253825,0,19,0,2,6,Normal staffing,1,16,0,1,1,39
28.996964777113938,234.24093132763963,0,66,42.77034328532234,1,27,1,4,7,Add 1 extra doctor shift,2,30,2,3,2,33
23.812475041558606,306.05633261436617,1,58,83.06726269833275,1,33,1,4,6,Add 1 extra doctor shift,2,26,1,2,1,40
23.44161493876389,78.57049371070636,1,63,89.73103714491452,0,33,1,4,7,Add 1 extra doctor shift,2,28,1,2,0,27
25.5053437596211,71.12322939669733,0,19,77.77909648867637,0,3,0,4,4,Normal staffing,0,12,0,1,2,36
32.08298662353465,136.48613190355127,0,62,79.14099434286604,0,29,1,4,6,Add 1 extra doctor shift,1,21,1,4,0,24
35.721110299401374,105.84063803961592,0,53,37.430611527636295,0,29,1,6,9,Add 1 extra doctor shift,1,23,1,5,2,50
34.52434228779009,355.1242483072706,1,56,60.36916792004294,1,36,1,4,7,Add 1 extra doctor shift,2,31,2,4,1,25
26.158545732810744,126.72489557531551,1,62,24.707913977715748,1,27,1,5,9,Add 1 extra doctor shift,1,15,1,3,2,45
41.00703617459027,391.55283953669596,1,83,26.64425557751688,0,53,2,7,9,Prepare backup staff,2,26,0,3,2,49
36.23373216730691,167.9135271198874,0,55,89.92248284233034,1,29,1,4,8,Add 1 extra doctor shift,1,20,1,4,2,53
32.195789155250814,113.74127049104476,0,22,42.86474745981377,1,2,0,3,6,Normal staffing,0,11,0,1,0,17
33.45785641715575,326.3944774998677,1,46,72.37287384341926,1,33,1,6,9,Add 1 extra doctor shift,2,27,2,6,1,47
29.23120137341138,280.54772142530663,0,111,76.46655371187715,0,48,2,6,11,Prepare backup staff,2,33,0,1,2,50
25.450081769025466,224.36850075859866,1,33,80.06162897050604,1,22,1,6,8,Add 1 extra doctor shift,2,31,2,5,2,45
27.831398930327754,244.37724282817092,0,11,89.83398081815096,0,15,0,2,3,Normal staffing,1,20,1,2,2,57
36.67261443021612,301.72062239529237,0,95,36.90475396798075,0,42,2,7,12,Prepare backup staff,2,30,0,2,0,31
20.31665674985463,129.95915946595454,0,90,22.82455788017898,1,31,1,6,9,Add 1 extra doctor shift,2,25,1,3,2,45
22.553598091152157,398.71687061985966,0,109,48.78340625962102,1,61,2,7,9,Prepare backup staff,0,9,0,1,2,32
21.01205812447856,391.17760675137407,1,23,29.105646888026286,0,27,1,5,9,Add 1 extra doctor shift,2,34,2,6,1,36
20.896033651017344,277.6139902214279,0,19,21.569812241343858,1,14,0,2,4,Normal staffing,1,17,0,1,2,38
38.82013284824216,119.8398578252008,1,44,45.229877899904025,1,27,1,6,7,Add 1 extra doctor shift,2,31,1,2,0,34
35.48047290636052,288.079884850952,1,34,74.86167757526655,0,21,1,5,7,Add 1 extra doctor shift,2,34,2,6,1,22
30.431824239921156,75.26944314271154,1,12,59.63264838575496,0,10,0,2,6,Normal staffing,1,17,1,5,2,49
22.152351534322033,60.72837577203212,0,111,41.894459244724786,0,45,2,6,10,Prepare backup staff,2,29,0,4,1,48
30.815549252570314,140.18901097892478,1,26,65.80394038449037,0,15,0,2,4,Normal staffing,0,11,0,2,0,16
30.416378957172444,211.9180348587607,1,21,36.24127262161675,1,18,0,3,3,Normal staffing,1,17,1,2,1,37
23.810441138020334,353.8953768929332,1,63,21.00670122504595,1,31,1,4,6,Add 1 extra doctor shift,2,34,1,4,0,21
29.54473628323541,304.5091744182078,0,33,73.50473705054992,0,19,0,4,5,Normal staffing,0,6,0,4,0,28
28.767104156742214,309.94728241999337,0,38,63.662015940480636,0,24,1,6,8,Add 1 extra doctor shift,1,20,1,5,0,25
33.54870215714876,198.92266705682638,1,52,73.3611837150672,0,37,1,5,8,Add 1 extra doctor shift,1,22,1,2,0,31
33.972060319088165,171.07724739143703,0,34,22.725661168136593,1,12,0,4,5,Normal staffing,0,8,1,4,0,36
20.996688214984978,179.86356704461093,1,109,78.59837394814565,0,53,2,6,9,Prepare backup staff,0,13,2,3,1,43
28.241477521782365,395.67734730762027,1,69,63.36683400254123,1,43,2,7,9,Prepare backup staff,0,12,2,3,1,36
33.7689181457132,64.03821699436887,0,99,59.43767454988481,0,31,1,4,6,Add 1 extra doctor shift,1,21,2,6,0,29
31.06899768876193,353.461023642857,1,111,63.72298336801721,0,58,2,7,10,Prepare backup staff,2,31,2,6,0,24
38.84277650614309,252.53639300033768,0,74,80.51032728078549,0,40,1,5,7,Add 1 extra doctor shift,1,17,2,4,2,30
34.49125989561679,203.51539671635666,0,93,61.08555545912349,1,45,2,6,11,Prepare backup staff,2,30,2,5,1,21
23.584557395791453,303.8401811452978,1,37,60.66652659217255,1,24,1,6,7,Add 1 extra doctor shift,2,29,2,5,1,27
21.552512442809455,220.334129498646,0,25,89.3475409946036,1,17,0,4,6,Normal staffing,0,5,0,4,2,51
34.13322412053894,355.6981333285812,0,56,72.97111169479976,0,32,1,5,6,Add 1 extra doctor shift,1,17,1,5,0,34
20.58324883191568,365.2456524039405,1,90,50.96056638157947,1,39,1,4,8,Add 1 extra doctor shift,1,15,2,6,2,31
32.887062788016195,197.6023244057094,1,113,69.51779000230493,1,54,2,6,11,Prepare backup staff,0,8,2,5,0,28
40.685065311349064,146.88972903226806,0,101,47.2461330184252,0,42,2,7,12,Prepare backup staff,0,14,2,4,0,18
32.660431913269335,257.32261500767675,0,67,36.021282373844926,0,29,1,6,7,Add 1 extra doctor shift,2,27,2,5,0,18
28.539738376543482,369.32717096584184,1,85,61.77963138214316,1,58,2,6,11,Prepare backup staff,2,28,2,6,1,32
34.15234080573177,123.73176615198331,0,36,84.9727468679766,1,23,1,6,7,Add 1 extra doctor shift,1,23,1,5,1,25
30.081563590813367,268.038304247219,0,62,85.03976640108239,1,25,1,6,7,Add 1 extra doctor shift,1,17,2,4,0,39
32.003569364950565,271.0460770323822,0,51,43.933369467384324,1,28,1,5,9,Add 1 extra doctor shift,2,30,2,3,0,24
40.712225793083554,306.58955784534834,0,68,56.93742263551865,0,42,2,7,11,Prepare backup staff,0,10,0,1,0,28
28.494258031617033,96.04868979454093,0,56,34.81451289989028,0,17,0,4,4,Normal staffing,0,11,1,4,1,40
41.14619240412611,300.538737638731,0,103,89.69417766492184,0,49,2,6,10,Prepare backup staff,2,33,0,1,0,24
39.917714123033406,368.16138223297435,0,114,88.6782535507555,1,55,2,6,12,Prepare backup staff,0,11,2,3,0,27
24.307404965364523,112.88908810458469,1,43,65.46562507952132,1,16,0,3,6,Normal staffing,0,5,1,4,1,26
21.52594861925364,133.14016372335718,1,46,76.30898417742313,0,26,1,6,7,Add 1 extra doctor shift,1,22,1,5,1,45
22.217116030303387,389.98828291457386,1,15,70.05701128985899,0,24,1,4,9,Add 1 extra doctor shift,1,19,2,3,1,30
20.400880164334094,113.34193344832141,1,16,61.52107533276278,1,19,0,2,4,Normal staffing,1,23,0,4,0,17
22.077745136630426,349.0347826793527,1,105,23.73435978922284,1,52,2,7,11,Prepare backup staff,2,34,2,5,0,15
35.02614901515985,222.29724975681216,0,105,51.833503978686274,0,60,2,8,9,Prepare backup staff,2,29,0,4,0,17
21.56615026612504,136.53087604111198,0,34,67.23504115171875,0,6,0,2,6,Normal staffing,0,9,0,4,1,21
27.017463866462748,354.762465445379,0,42,67.42721297185793,0,27,1,5,6,Add 1 extra doctor shift,1,16,1,4,1,38
38.587256841328,205.85683925093292,0,64,46.11858328956685,1,23,1,4,7,Add 1 extra doctor shift,2,27,2,6,2,45
20.511982586188168,230.18607387539157,1,67,85.91843906606213,1,36,1,4,7,Add 1 extra doctor shift,2,34,2,3,1,26
37.918306616956585,175.731679289918,0,16,31.714992256574668,1,8,0,2,4,Normal staffing,1,23,1,2,1,29
26.200805045014796,257.5327980022246,0,66,55.02516123508924,1,35,1,5,6,Add 1 extra doctor shift,1,21,2,3,0,21
22.599626207676437,107.23335540475796,1,21,68.36187835855759,1,13,0,4,4,Normal staffing,1,15,0,1,0,26
35.32821763801131,186.87853782811624,0,25,68.79950641242664,1,10,0,3,6,Normal staffing,0,7,0,4,2,36
33.83674262915745,389.2943128173506,0,89,65.40472697381709,0,41,2,8,11,Prepare backup staff,0,6,2,3,2,51
39.30438429759516,140.34670144539464,1,52,39.270174941630216,0,36,1,4,8,Add 1 extra doctor shift,1,15,1,5,2,37
36.17156296368549,279.8578325894523,0,109,30.934459808063536,1,52,2,8,12,Prepare backup staff,0,13,2,4,0,16
37.67658046846667,163.8165224786432,0,86,64.51582287786977,0,29,1,4,8,Add 1 extra doctor shift,2,32,1,5,0,13
26.204760596568743,320.71559399031025,0,16,61.95114812976064,1,17,0,2,3,Normal staffing,1,19,1,2,1,22
23.903669963153902,95.80578125142245,0,109,32.55492072024687,0,45,2,7,10,Prepare backup staff,2,26,2,4,2,48
36.513524536098885,389.43736577749064,0,60,69.35974018993943,1,33,1,4,7,Add 1 extra doctor shift,1,15,1,4,2,44
37.75036426387981,208.82633948427375,1,82,51.862039421355945,0,45,2,7,10,Prepare backup staff,2,31,2,6,0,13
41.791113124014814,132.6176621712624,1,41,66.7432414122207,0,28,1,6,6,Add 1 extra doctor shift,2,26,2,3,1,44
29.07758889205138,75.72386156550442,1,84,78.61569558391055,1,34,1,6,6,Add 1 extra doctor shift,1,15,2,3,0,18
28.18439788744123,109.41526678063926,1,17,31.88099000038462,1,12,0,2,3,Normal staffing,0,6,1,2,2,42
37.081085136323935,231.9208819946062,1,106,21.340140759778567,0,48,2,7,12,Prepare backup staff,2,31,0,3,0,27
27.497677885566393,167.9511117509502,1,96,74.53718104770508,0,48,2,6,9,Prepare backup staff,2,31,2,4,2,50
40.47666116327842,340.1091780589133,0,98,62.67881976068311,1,46,2,7,11,Prepare backup staff,2,34,2,4,1,35
38.885080540546255,200.81063328163208,1,81,68.97476987354852,0,40,1,5,9,Add 1 extra doctor shift,1,20,1,2,0,10
29.437868602250404,137.04999540567047,1,54,78.67084824920498,1,26,1,5,9,Add 1 extra doctor shift,2,29,2,6,2,33
36.51916349141294,266.0007453114105,0,95,76.19676543771504,1,44,2,8,12,Prepare backup staff,0,7,2,3,2,47
36.599943229863015,297.37202590990603,0,68,87.26441028501773,0,43,2,7,9,Prepare backup staff,2,27,2,3,1,27
22.268725114390516,108.46466776533245,1,13,57.51545551964828,1,22,1,6,9,Add 1 extra doctor shift,2,33,1,5,2,49
39.85616394695047,108.66672570091117,0,113,54.194694286193375,0,49,2,7,9,Prepare backup staff,0,8,0,1,0,25
31.115552193852857,62.83499942674004,1,76,48.132103992351105,0,34,1,6,6,Add 1 extra doctor shift,1,23,2,5,2,50
38.18206425437032,307.7407052729742,0,38,30.75837299909432,1,14,0,4,6,Normal staffing,0,8,1,2,1,30
27.041091222673458,282.3315846676318,1,114,60.08250630174157,0,51,2,8,10,Prepare backup staff,0,6,2,5,1,39
39.70151102691641,216.12080651243485,0,38,39.39087670281852,1,19,0,2,4,Normal staffing,0,8,0,1,0,30
28.562436932151588,345.459657139219,0,107,84.49152585490829,1,47,2,7,12,Prepare backup staff,0,10,2,4,0,30
20.238428332566563,331.9845535325186,1,107,60.82335629939683,1,51,2,6,10,Prepare backup staff,0,10,2,6,0,30
39.918403481223805,254.87402753886326,1,37,61.49881263556771,0,32,1,5,8,Add 1 extra doctor shift,2,29,2,4,0,36
22.00830688929494,353.89494817964055,1,86,44.844726261390704,1,46,2,7,11,Prepare backup staff,2,25,2,3,0,28
27.024900026989126,122.04442351286889,1,88,23.639254638439525,0,41,2,6,9,Prepare backup staff,0,7,0,1,0,32
40.90136327511771,89.17186678920476,1,96,22.222063576109203,1,40,1,6,7,Add 1 extra doctor shift,1,19,1,4,1,38
40.91335723262623,144.41236403094638,0,53,49.63346009072383,1,30,1,5,8,Add 1 extra doctor shift,1,20,2,3,2,47
32.615633538712295,69.9803996312602,1,99,25.91957646680665,1,43,2,8,12,Prepare backup staff,2,25,2,3,1,38
33.900418667735586,235.9093348003612,1,13,62.479286887809735,0,11,0,2,4,Normal staffing,0,13,0,1,0,20
29.865801483523036,377.81199230323654,0,99,81.66811039477602,0,41,2,8,11,Prepare backup staff,2,27,0,2,1,22
26.45063697735742,63.77023923397837,0,113,81.80403715631056,1,46,2,7,11,Prepare backup staff,0,14,0,3,2,37
27.230619998138152,92.73846990350938,1,18,66.13317870925627,1,9,0,3,6,Normal staffing,0,7,0,2,0,29
34.795406033694846,208.26965989920234,0,14,34.78622820310517,0,19,0,3,3,Normal staffing,0,6,0,3,1,38
36.55223964762896,376.85625613476674,0,65,80.40977819512105,0,44,2,6,12,Prepare backup staff,2,32,2,4,0,19
37.414738961968666,160.65463674186267,1,105,82.02654047192456,0,42,2,7,9,Prepare backup staff,2,27,0,1,0,25
37.37159914148019,227.53218304093735,0,93,33.76575094670711,1,37,1,4,8,Add 1 extra doctor shift,1,20,1,3,0,14
22.00653426707119,64.55050066763724,0,59,71.61982600394741,0,23,1,6,6,Add 1 extra doctor shift,2,26,2,4,2,49
30.87724670345679,101.9201203367311,1,84,40.05636842489861,1,35,1,5,8,Add 1 extra doctor shift,1,21,1,4,2,38
21.266292720366174,395.3205430355964,1,24,76.18482186470507,0,23,1,5,8,Add 1 extra doctor shift,1,18,1,4,1,27
32.08963541112218,387.79154375261595,0,41,89.80665299325219,1,24,1,5,7,Add 1 extra doctor shift,2,33,1,3,2,40
29.713671030214293,51.72899332704336,0,37,22.101820373057496,1,17,0,4,3,Normal staffing,0,14,0,3,1,35
39.529492020682596,383.1341248981336,1,31,82.81561060536524,1,30,1,5,6,Add 1 extra doctor shift,2,33,2,5,2,36
27.72013027614573,273.69197823542515,0,114,63.584137351906065,0,47,2,6,9,Prepare backup staff,0,11,0,3,0,24
22.57547436140733,353.77140308200774,0,26,88.13678334153748,0,24,1,6,9,Add 1 extra doctor shift,2,32,1,5,1,43
23.14581700516239,209.1589494718507,0,68,52.550666226849934,0,28,1,6,7,Add 1 extra doctor shift,2,27,1,4,2,58
36.75323389778439,230.45861000273757,1,99,79.31715513999616,1,59,2,8,10,Prepare backup staff,2,29,2,6,2,50
33.600797392957745,221.09630308992206,0,117,24.367584801879406,1,60,2,8,10,Prepare backup staff,2,26,0,4,1,39
22.224698874701385,283.4024901411365,0,80,43.4695335054807,0,38,1,6,9,Add 1 extra doctor shift,2,34,1,4,2,52
21.850349734529942,98.87793916470952,1,115,24.6911576425847,1,46,2,6,9,Prepare backup staff,0,11,0,2,0,26
35.42132089210064,60.490756455437285,0,66,88.27401934353493,1,22,1,6,6,Add 1 extra doctor shift,1,22,2,5,2,35
21.600786140012257,157.77547955691682,0,35,77.18817350902857,1,22,1,5,6,Add 1 extra doctor shift,2,33,2,3,1,34
38.080921304387836,296.6382669578263,1,34,79.67831948721793,0,23,1,6,7,Add 1 extra doctor shift,2,31,2,4,2,37
35.53732899744291,120.64870824303193,1,19,85.6575662003726,1,18,0,4,4,Normal staffing,1,24,0,4,1,26
21.789673174121795,285.7013516637211,1,54,25.957244028384974,0,42,2,8,11,Prepare backup staff,2,34,2,6,1,21
21.86642970987422,389.46921613754466,1,92,46.99183147593334,0,45,2,8,12,Prepare backup staff,0,12,0,2,2,59
41.70607072702586,82.86525052629644,0,20,24.972442233080148,0,3,0,4,6,Normal staffing,0,13,0,2,0,22
28.233957506634646,285.4107413787942,0,86,34.755517108502005,0,42,2,6,10,Prepare backup staff,2,30,2,5,1,49
28.1541272354716,205.3125767565999,1,62,36.055604392637065,0,38,1,4,8,Add 1 extra doctor shift,1,24,1,5,1,42
37.88159047966506,353.84978903212686,1,81,52.83750477333051,1,39,1,6,6,Add 1 extra doctor shift,2,26,2,3,2,58
40.83946870244489,112.00242630658506,0,113,38.79935172175498,0,48,2,6,10,Prepare backup staff,0,6,2,5,0,15
41.69202340410316,292.4190832791576,1,77,27.068467477243274,0,47,2,7,12,Prepare backup staff,2,28,2,4,1,48
36.57432007569672,343.34035137683856,0,104,31.72437623658754,0,42,2,8,12,Prepare backup staff,2,33,2,6,2,34
28.277710881680147,380.6149768159081,1,37,30.309289448646364,1,28,1,5,9,Add 1 extra doctor shift,1,21,1,3,1,39
21.837015767370712,289.13680990137607,0,84,88.11537585386088,1,38,1,5,6,Add 1 extra doctor shift,2,26,1,3,1,20
37.09723215040361,224.01116740294955,1,116,73.15047548429315,1,55,2,8,12,Prepare backup staff,0,12,2,4,1,48
32.28489349418771,266.24653407042484,1,74,87.74330256886934,1,42,2,7,9,Prepare backup staff,2,31,2,5,0,27
29.33288420343348,354.1167445675514,0,58,50.7818340555536,0,33,1,5,6,Add 1 extra doctor shift,1,23,1,2,0,24
39.93979647208419,249.71341132359038,1,56,39.48579371638596,0,26,1,5,6,Add 1 extra doctor shift,2,32,1,2,2,52
22.44634461073533,60.6354708938929,0,61,75.88052380464308,1,23,1,6,7,Add 1 extra doctor shift,1,17,1,5,0,19
30.837752294398904,375.8320434274422,0,111,42.837774262880274,1,60,2,8,9,Prepare backup staff,0,5,0,2,0,12
20.24978018488322,291.33436286104643,0,97,40.956836159374376,1,47,2,7,11,Prepare backup staff,0,6,2,3,2,34
30.310534123870777,286.7796850220363,0,63,36.275419454548185,1,36,1,6,9,Add 1 extra doctor shift,1,16,2,4,1,43
